timestamp,Codigo,Nome,Grupo_Sinal,Shift_Value,Melhor_Modelo,Params_ARIMA,Params_LR,Params_SVR,Params_MLP
20260527_095838,700004245,CONVÊNIO FORTE DE SANTO ANTÔNIO -,positivos_e_negativos,0.0,SVR,"(2,1,3)",Ridge(alpha=100.0),"{'C': 0.1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.001, 'learning_rate_init': 0.01}"
20260527_095838,700004246,CONVÊNIO PAC 313 - FORTE DE SÃO PEDRO DO BOLDRÓ -,positivos_e_negativos,0.0,SVR,"(2,1,3)",Ridge(alpha=100.0),"{'C': 0.1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,700004288,CONVÊNIO INTERVENÇÃO DO ENTORNO DO TELEFÉRICO NO M -,apenas_positivos,0.0,SVR,"(1,1,2)",Ridge(alpha=1.0),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,700004408,CONVÊNIO PAVIMENTAÇÃO DO ACESSO AO MIRANTE FREI DA -,apenas_positivos,0.0,SVR,"(0,1,1)",Ridge(alpha=1.0),"{'C': 1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,702004197,CONVÊNIO CICLOVIÁRIO DA REGIÃO METROPOLITANA DO RE - PLANO DIRETOR CICLOVIÁRIO,apenas_positivos,0.0,SVR,"(1,0,2)",Ridge(alpha=10.0),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,702004226,CONVÊNIO COOPERAÇÃO TÉCNICA DE VIDEO MONITORAMENTO -,apenas_positivos,0.0,MLP,"(0,1,1)",Ridge(alpha=10.0),"{'C': 1, 'epsilon': 1, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.001, 'learning_rate_init': 0.001}"
20260527_095838,702004281,CONVÊNIO VIDEOMONITORAMENTO ENTRE A SDS E A PREFEI - CONVÊNIO DE COOP.  08/2014,apenas_positivos,0.0,ARIMA,"(1,1,2)",Ridge(alpha=0.01),"{'C': 1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,702004749,CONVÊNIO COOPERAÇÃO TÉCNICA ADM. E FINANCEIRA ENTR - CONVÊNIO 009/2019-GGPPE/SDS,apenas_positivos,0.0,MLP,"(1,0,0)",Ridge(alpha=10.0),"{'C': 10, 'epsilon': 1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (100,), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,702005118,CONVÊNIO CONVÊNIO ENTRE A SDS E A PREFEITURA MUNIC - 009/2021,apenas_positivos,0.0,MLP,"(3,1,0)",Ridge(alpha=100.0),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,703004276,CONVÊNIO TERMO DE COOPERAÇÃO TÉCNICA-FINANCEIRA Nº - 001/2013,apenas_positivos,0.0,ARIMA,"(0,2,0)",Ridge(alpha=1.0),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,703004277,CONVÊNIO ITEP- BOLSA COMPLEMENTAR 2014 -,apenas_positivos,0.0,MLP,"(0,1,1)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,703004361,CONVÊNIO FACEPE/PITEC-FIAT -,apenas_positivos,0.0,ARIMA,"(0,1,1)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,703004500,CONVÊNIO PITEC 4ª RODADA - KURIER TECNOLOGIA EM IN -,apenas_positivos,0.0,MLP,"(0,1,1)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,752000000,RECURSOS VINCULADOS AO TRÂNSITO,positivos_e_negativos,0.0,LR,"(1,0,0)",Ridge(alpha=100.0),"{'C': 10, 'epsilon': 1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.001, 'learning_rate_init': 0.001}"
20260527_095838,753000000,RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES E PREÇOS PÚBLICOS,positivos_e_negativos,0.0,LR,"(1,0,0)",Ridge(alpha=10.0),"{'C': 100, 'epsilon': 1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,753220201,"RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS - ADAGRO",apenas_positivos,0.0,MLP,"(2,1,3)",Ridge(alpha=10.0),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,753610801,"RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS - MULTAS CPRH",apenas_positivos,0.0,MLP,"(2,1,0)",Ridge(alpha=0.01),"{'C': 1, 'epsilon': 1, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,759150000,RECURSOS VINCULADOS A FUNDOS - FUNDO APERF. TCE,apenas_positivos,0.0,SVR,"(0,1,2)",Ridge(alpha=0.01),"{'C': 10, 'epsilon': 1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,759240000,RECURSOS VINCULADOS A FUNDOS - FERM,apenas_positivos,0.0,SVR,"(0,1,1)",Ridge(alpha=1.0),"{'C': 100, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,759260101,RECURSOS VINCULADOS A FUNDOS - FUNTEC,positivos_e_negativos,0.0,LR,"(0,1,0)",Ridge(alpha=0.01),"{'C': 1, 'epsilon': 1, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,759410301,RECURSOS VINCULADOS A FUNDOS - FUPES,positivos_e_negativos,0.0,ARIMA,"(1,0,1)",Ridge(alpha=0.01),"{'C': 10, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,759460000,RECURSOS VINCULADOS A FUNDOS - FURPE,apenas_positivos,0.0,MLP,"(0,1,1)",Ridge(alpha=0.01),"{'C': 0.1, 'epsilon': 1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,759480101,RECURSOS VINCULADOS A FUNDOS - FUNCULTURA - PROJETOS DE PRODUTORES CULTURAIS,apenas_positivos,0.0,MLP,"(2,0,0)",Ridge(alpha=1.0),"{'C': 0.1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,759520000,RECURSOS VINCULADOS A FUNDOS - INOVAR-PE,positivos_e_negativos,0.0,MLP,"(2,1,2)",Ridge(alpha=0.01),"{'C': 10, 'epsilon': 0.01, 'kernel': 'rbf'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,759530000,RECURSOS VINCULADOS A FUNDOS - FUNPGE,apenas_positivos,0.0,MLP,"(1,0,0)",Ridge(alpha=10.0),"{'C': 1, 'epsilon': 1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,759540000,RECURSOS VINCULADOS A FUNDOS - FDIMPPE,positivos_e_negativos,0.0,MLP,"(3,0,1)",Ridge(alpha=100.0),"{'C': 1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,759570000,RECURSOS VINCULADOS A FUNDOS - FUNSEG,apenas_positivos,0.0,SVR,"(0,1,3)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,759590000,RECURSOS VINCULADOS A FUNDOS - FUNREPOL,positivos_e_negativos,0.0,LR,"(1,1,2)",Ridge(alpha=0.01),"{'C': 1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,761000000,RECURSOS VINCULADOS AO FUNDO DE COMBATE E ERRADICAÇÃO DA POBREZA,apenas_positivos,0.0,MLP,"(0,1,1)",Ridge(alpha=0.01),"{'C': 1, 'epsilon': 0.1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,799012006,CPRH/ S/A PAULISTA,apenas_positivos,0.0,ARIMA,"(3,1,0)",Ridge(alpha=0.01),"{'C': 1, 'epsilon': 0.01, 'kernel': 'rbf'}","{'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,799012010,CPHR/ PETROQUÍMICASUAPE,positivos_e_negativos,0.0,ARIMA,"(0,1,1)",Ridge(alpha=1.0),"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,799012014,CTR IPOJUCA,apenas_positivos,0.0,ARIMA,"(1,1,0)",Ridge(alpha=0.01),"{'C': 1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,799012015,TCA 001/2015 - CPRH /MIN,apenas_positivos,0.0,SVR,"(0,1,0)",Ridge(alpha=0.01),"{'C': 10, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,799012016,TCA 003/2015 - ECOPESA AMBIENTAL,apenas_positivos,0.0,MLP,"(1,1,0)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,799022006,CPRH/MGRBA,apenas_positivos,0.0,MLP,"(1,1,0)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,799022010,CPRH/ SETUR/PE,apenas_positivos,0.0,ARIMA,"(0,1,0)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.001, 'learning_rate_init': 0.001}"
20260527_095838,799022013,CPRH / L. P. DO PAIVA / COMPESA,apenas_positivos,0.0,ARIMA,"(0,1,0)",Ridge(alpha=0.01),"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,799022014,TCA 001 / 2014 - PETROQUÝMICA SUAPE,apenas_positivos,0.0,SVR,"(1,1,0)",Ridge(alpha=0.01),"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,799022016,TCA 002/2015 - SECID,apenas_positivos,0.0,MLP,"(0,1,0)",Ridge(alpha=0.01),"{'C': 10, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,799032013,CPRH / B. ENG. MARANHÒO / COMPESA,apenas_positivos,0.0,ARIMA,"(0,1,1)",Ridge(alpha=0.01),"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.001, 'learning_rate_init': 0.001}"
20260527_095838,799042013,CPRH / B. ENG. PEREIRA / COMPESA,apenas_positivos,0.0,ARIMA,"(1,1,0)",Ridge(alpha=0.01),"{'C': 10, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.001, 'learning_rate_init': 0.01}"
20260527_095838,799042016,TCA  027/2016  -  BARRAGEM SERRO AZUL,apenas_positivos,0.0,ARIMA,"(2,1,0)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,799052013,CPRH / FIAT,positivos_e_negativos,0.0,ARIMA,"(0,1,1)",Ridge(alpha=0.01),"{'C': 0.1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,799052016,TCA  059/2016  -  CTR CARUARU,apenas_positivos,0.0,LR,"(0,1,0)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.001, 'learning_rate_init': 0.01}"
20260527_095838,799062013,CPRH / RNEST / PETROBRSSS,positivos_e_negativos,0.0,MLP,"(2,1,0)",Ridge(alpha=1.0),"{'C': 100, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,799062016,ATERRO SANITSSRIO DE CARUARU - TCA   063/2016,apenas_positivos,0.0,MLP,"(1,1,0)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,799072013,CPRH/CTR PETROLINA,positivos_e_negativos,0.0,ARIMA,"(0,1,0)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.001, 'learning_rate_init': 0.001}"
20260527_095838,799102013,CPRH/ESTALEIRO PROMAR,apenas_positivos,0.0,LR,"(0,1,0)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,799112013,CPRH / B. BREJÂO / SRHE,apenas_positivos,0.0,MLP,"(0,1,0)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'rbf'}","{'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,799122013,CONTORNO DO CABO / SUAPE,apenas_positivos,0.0,MLP,"(0,1,0)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,799662005,CPRH / CAMARGO CORREIA,positivos_e_negativos,0.0,ARIMA,"(1,1,0)",Ridge(alpha=1.0),"{'C': 0.1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,799812005,CPRH/BRAVEL,apenas_positivos,0.0,ARIMA,"(0,1,1)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,800000000,RECURSOS VINCULADOS AO RPPS - FUNDO EM CAPITALIZAÇÃO (PLANO PREVIDENCIÁRIO),apenas_positivos,0.0,ARIMA,"(2,1,2)",Ridge(alpha=0.1),"{'C': 10, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,801000000,RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTIÇÃO (PLANO FINANCEIRO),apenas_positivos,0.0,MLP,"(2,2,1)",Ridge(alpha=10.0),"{'C': 0.1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,803000000,RECURSOS VINCULADOS AO SISTEMA DE PROTEÇÃO SOCIAL DOS MILITARES (SPSM),apenas_positivos,0.0,SVR,"(2,0,1)",Ridge(alpha=100.0),"{'C': 0.1, 'epsilon': 1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.001}"
